"","source","Div","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Attendance","HHW","AHW","HO","AO","year_short","data_url"
"390","2","SC0","04/03/2023",15:00:00,"Rangers","Kilmarnock",3,1,"H",3,0,"H","W Collum",21,3,8,2,19,13,7,4,1,2,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"391","2","SC0","04/03/2023",15:00:00,"Ross County","Motherwell",0,2,"A",0,0,"D","D Robertson",17,13,6,3,14,10,9,4,0,2,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"392","2","SC0","04/03/2023",18:00:00,"Dundee United","Aberdeen",1,3,"A",0,0,"D","J Beaton",24,9,6,4,10,5,10,5,2,3,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"393","2","SC0","05/03/2023",12:00:00,"St Mirren","Celtic",1,5,"A",1,0,"H","D Dickinson",1,16,1,8,14,7,0,6,1,0,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"394","2","SC0","08/03/2023",19:45:00,"Celtic","Hearts",3,1,"H",1,1,"D","A Muir",11,5,3,3,6,9,7,3,0,2,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"395","2","SC0","08/03/2023",19:45:00,"Hibernian","Rangers",1,4,"A",1,2,"A","D Robertson",4,31,1,11,15,5,3,7,2,0,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"396","2","SC0","08/03/2023",19:45:00,"Livingston","Dundee United",1,1,"D",1,0,"H","M MacDermid",17,6,4,1,10,16,4,6,1,6,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"397","2","SC0","18/03/2023",12:30:00,"Motherwell","Rangers",2,4,"A",1,1,"D","N Walsh",3,28,2,10,9,12,1,3,1,1,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"398","2","SC0","18/03/2023",15:00:00,"Aberdeen","Hearts",3,0,"H",3,0,"H","D Dickinson",22,8,6,0,12,10,7,7,3,3,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"399","2","SC0","18/03/2023",15:00:00,"Celtic","Hibernian",3,1,"H",0,1,"A","S McLean",35,3,9,1,6,7,15,0,1,3,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"400","2","SC0","18/03/2023",15:00:00,"Dundee United","St Mirren",1,1,"D",1,0,"H","C Napier",11,16,2,3,11,9,1,4,1,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"401","2","SC0","18/03/2023",15:00:00,"Kilmarnock","St Johnstone",1,1,"D",1,0,"H","C Graham",14,9,4,2,10,21,9,5,3,5,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"402","2","SC0","18/03/2023",15:00:00,"Livingston","Ross County",2,1,"H",2,0,"H","W Collum",13,11,7,1,8,17,8,6,3,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"403","2","SC0","01/04/2023",15:00:00,"Hibernian","Motherwell",1,3,"A",0,1,"A","G Grainger",11,17,3,5,12,7,6,5,3,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"404","2","SC0","01/04/2023",15:00:00,"Kilmarnock","Hearts",2,1,"H",2,1,"H","E Anderson",17,10,4,3,12,15,2,5,2,2,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"405","2","SC0","01/04/2023",15:00:00,"Rangers","Dundee United",2,0,"H",1,0,"H","D Robertson",28,9,7,4,11,8,10,2,1,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"406","2","SC0","01/04/2023",15:00:00,"St Johnstone","Aberdeen",0,1,"A",0,1,"A","C Steven",14,12,6,3,6,8,7,7,3,2,1,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"407","2","SC0","01/04/2023",15:00:00,"St Mirren","Livingston",3,0,"H",3,0,"H","J Beaton",15,13,7,3,11,11,4,9,1,3,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"408","2","SC0","02/04/2023",12:00:00,"Ross County","Celtic",0,2,"A",0,1,"A","W Collum",8,28,2,9,7,6,2,9,0,0,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"409","2","SC0","08/04/2023",12:30:00,"Celtic","Rangers",3,2,"H",1,1,"D","K Clancy",9,8,7,3,19,12,4,3,4,2,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"410","2","SC0","08/04/2023",15:00:00,"Aberdeen","Kilmarnock",2,0,"H",1,0,"H","D Robertson",13,16,3,2,12,5,5,8,1,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"411","2","SC0","08/04/2023",15:00:00,"Hearts","St Mirren",0,2,"A",0,0,"D","M MacDermid",16,15,2,3,11,15,6,8,2,3,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"412","2","SC0","08/04/2023",15:00:00,"Motherwell","Livingston",3,0,"H",3,0,"H","G Irvine",11,11,6,2,16,6,4,2,1,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"413","2","SC0","08/04/2023",15:00:00,"St Johnstone","Ross County",0,2,"A",0,1,"A","A Muir",15,13,2,4,16,17,7,5,2,3,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"414","2","SC0","09/04/2023",12:00:00,"Dundee United","Hibernian",2,1,"H",1,0,"H","D Munro",10,14,3,3,10,15,0,4,0,2,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"415","2","SC0","14/04/2023",19:45:00,"Ross County","Aberdeen",0,1,"A",0,1,"A","E Anderson",14,11,4,1,8,12,10,2,1,2,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"416","2","SC0","15/04/2023",12:30:00,"Hibernian","Hearts",1,0,"H",0,0,"D","J Beaton",11,11,3,4,14,8,5,7,6,4,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"417","2","SC0","15/04/2023",15:00:00,"Livingston","St Johnstone",2,0,"H",2,0,"H","D Munro",12,11,5,2,19,16,2,3,2,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"418","2","SC0","15/04/2023",15:00:00,"Motherwell","Dundee United",1,2,"A",1,0,"H","N Walsh",22,10,8,6,11,9,6,6,3,4,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"419","2","SC0","15/04/2023",15:00:00,"Rangers","St Mirren",5,2,"H",1,1,"D","S McLean",23,5,11,4,9,14,6,4,2,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"420","2","SC0","16/04/2023",12:00:00,"Kilmarnock","Celtic",1,4,"A",1,4,"A","D Dickinson",14,16,5,6,13,15,4,5,0,2,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"421","2","SC0","22/04/2023",12:30:00,"Hearts","Ross County",6,1,"H",4,0,"H","D Robertson",30,7,12,1,7,10,8,5,1,3,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"422","2","SC0","22/04/2023",15:00:00,"Celtic","Motherwell",1,1,"D",1,0,"H","J Beaton",16,6,5,3,7,7,13,3,1,3,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"423","2","SC0","22/04/2023",15:00:00,"Dundee United","Livingston",2,0,"H",1,0,"H","K Clancy",7,8,3,1,15,10,6,3,3,2,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"424","2","SC0","22/04/2023",15:00:00,"St Johnstone","Hibernian",1,1,"D",1,1,"D","C Napier",14,6,7,3,11,12,8,1,2,2,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"425","2","SC0","22/04/2023",15:00:00,"St Mirren","Kilmarnock",0,2,"A",0,2,"A","W Collum",6,16,1,6,12,11,5,1,1,1,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"426","2","SC0","23/04/2023",16:30:00,"Aberdeen","Rangers",2,0,"H",0,0,"D","N Walsh",11,20,4,3,17,7,3,7,2,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"427","2","SC0","06/05/2023",15:00:00,"Hibernian","St Mirren",2,1,"H",2,0,"H","M MacDermid",13,13,6,4,11,11,3,5,2,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"428","2","SC0","06/05/2023",15:00:00,"Motherwell","Kilmarnock",2,0,"H",1,0,"H","K Clancy",17,8,6,1,15,12,8,1,2,2,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"429","2","SC0","06/05/2023",15:00:00,"Ross County","Livingston",2,0,"H",1,0,"H","D Dickinson",6,10,2,0,15,7,5,3,2,2,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"430","2","SC0","06/05/2023",15:00:00,"St Johnstone","Dundee United",1,0,"H",1,0,"H","A Muir",17,12,6,2,15,16,9,2,2,3,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"431","2","SC0","07/05/2023",14:15:00,"Hearts","Celtic",0,2,"A",0,0,"D","N Walsh",7,12,0,3,9,10,6,5,0,1,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"432","2","SC0","07/05/2023",15:00:00,"Rangers","Aberdeen",1,0,"H",0,0,"D","J Beaton",19,11,7,4,4,8,12,6,1,2,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"433","2","SC0","13/05/2023",12:30:00,"Rangers","Celtic",3,0,"H",2,0,"H","S McLean",16,8,8,1,15,4,5,5,1,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"434","2","SC0","13/05/2023",15:00:00,"Aberdeen","Hibernian",0,0,"D",0,0,"D","N Walsh",8,17,2,5,10,17,3,8,2,5,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"435","2","SC0","13/05/2023",15:00:00,"Dundee United","Ross County",1,3,"A",1,1,"D","J Beaton",16,10,7,8,12,16,6,5,2,5,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"436","2","SC0","13/05/2023",15:00:00,"Kilmarnock","Livingston",2,0,"H",0,0,"D","D Munro",11,7,6,2,17,17,2,5,1,3,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"437","2","SC0","13/05/2023",15:00:00,"St Johnstone","Motherwell",0,2,"A",0,0,"D","G Irvine",11,8,1,4,8,14,6,4,0,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"438","2","SC0","13/05/2023",15:00:00,"St Mirren","Hearts",2,2,"D",2,0,"H","D Dickinson",13,11,7,6,19,13,7,4,2,4,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"439","2","SC0","20/05/2023",12:30:00,"Hearts","Aberdeen",2,1,"H",1,1,"D","K Clancy",30,9,8,4,6,15,5,2,1,4,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"440","2","SC0","20/05/2023",15:00:00,"Celtic","St Mirren",2,2,"D",1,2,"A","D Munro",21,10,6,2,4,9,14,2,0,0,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"441","2","SC0","20/05/2023",15:00:00,"Kilmarnock","St Johnstone",0,1,"A",0,1,"A","J Beaton",10,17,1,7,10,11,3,8,1,3,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"442","2","SC0","20/05/2023",15:00:00,"Livingston","Dundee United",2,1,"H",1,1,"D","D Robertson",14,17,7,4,16,11,1,12,2,1,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"443","2","SC0","20/05/2023",15:00:00,"Motherwell","Ross County",1,0,"H",0,0,"D","E Anderson",16,6,6,1,15,14,4,4,3,0,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"444","2","SC0","21/05/2023",12:00:00,"Hibernian","Rangers",1,3,"A",0,1,"A","A Muir",14,20,2,7,17,13,7,5,2,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"445","2","SC0","24/05/2023",19:45:00,"Aberdeen","St Mirren",3,0,"H",2,0,"H","D Robertson",15,6,6,4,13,14,2,2,0,1,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"446","2","SC0","24/05/2023",19:45:00,"Dundee United","Kilmarnock",0,3,"A",0,2,"A","A Muir",10,11,2,4,15,16,3,5,1,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"447","2","SC0","24/05/2023",19:45:00,"Hibernian","Celtic",4,2,"H",0,1,"A","K Clancy",15,18,8,4,10,7,8,10,2,1,0,1,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"448","2","SC0","24/05/2023",19:45:00,"Livingston","Motherwell",1,1,"D",0,1,"A","C Graham",8,6,2,1,7,12,1,11,2,1,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"449","2","SC0","24/05/2023",19:45:00,"Rangers","Hearts",2,2,"D",1,1,"D","J Beaton",19,8,8,3,10,13,9,2,3,4,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"450","2","SC0","24/05/2023",19:45:00,"Ross County","St Johnstone",3,3,"D",0,1,"A","N Walsh",14,11,8,5,15,15,6,4,2,0,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"451","2","SC0","27/05/2023",12:30:00,"Celtic","Aberdeen",5,0,"H",2,0,"H","A Muir",20,0,8,0,9,8,10,2,1,2,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"452","2","SC0","27/05/2023",12:30:00,"Hearts","Hibernian",1,1,"D",1,1,"D","D Robertson",3,17,1,6,12,15,4,9,3,5,1,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"453","2","SC0","27/05/2023",12:30:00,"St Mirren","Rangers",0,3,"A",0,1,"A","M MacDermid",8,9,1,3,10,11,5,3,2,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"454","2","SC0","28/05/2023",15:00:00,"Kilmarnock","Ross County",3,1,"H",1,0,"H","K Clancy",10,7,4,1,8,15,5,3,4,1,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"455","2","SC0","28/05/2023",15:00:00,"Motherwell","Dundee United",3,2,"H",1,1,"D","S McLean",23,10,6,7,17,6,9,0,2,0,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"456","2","SC0","28/05/2023",15:00:00,"St Johnstone","Livingston",2,0,"H",1,0,"H","G Grainger",9,9,3,4,9,11,4,2,0,3,0,0,NA,NA,NA,NA,NA,"2223","https://www.football-data.co.uk/mmz4281/2223/SC0.csv"
"457","3","SC0","31/07/2021",13:30:00,"Rangers","Livingston",3,0,"H",1,0,"H","J Beaton",18,2,8,0,8,14,7,1,0,5,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"458","3","SC0","31/07/2021",15:00:00,"Dundee","St Mirren",2,2,"D",1,1,"D","C Napier",11,14,4,5,13,14,8,11,2,2,1,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"459","3","SC0","31/07/2021",15:00:00,"Ross County","St Johnstone",0,0,"D",0,0,"D","C Steven",4,10,0,2,19,14,0,4,4,1,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"460","3","SC0","31/07/2021",20:00:00,"Hearts","Celtic",2,1,"H",1,0,"H","B Madden",11,19,4,7,4,11,6,5,0,0,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"461","3","SC0","01/08/2021",15:00:00,"Aberdeen","Dundee United",2,0,"H",1,0,"H","A Muir",7,5,3,1,12,17,5,4,1,3,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"462","3","SC0","01/08/2021",16:30:00,"Motherwell","Hibernian",2,3,"A",2,1,"H","D Munro",9,14,5,5,21,11,2,4,5,3,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"463","3","SC0","07/08/2021",12:30:00,"Dundee United","Rangers",1,0,"H",0,0,"D","D Robertson",9,14,2,2,11,8,5,8,4,1,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"464","3","SC0","07/08/2021",15:00:00,"St Mirren","Hearts",1,2,"A",0,1,"A","G Duncan",10,11,3,4,11,11,4,0,1,2,1,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"465","3","SC0","08/08/2021",15:00:00,"Celtic","Dundee",6,0,"H",2,0,"H","E Anderson",31,3,15,0,11,12,11,3,0,1,0,1,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"466","3","SC0","08/08/2021",15:00:00,"Hibernian","Ross County",3,0,"H",3,0,"H","G Irvine",18,8,6,0,7,11,11,4,0,2,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"467","3","SC0","08/08/2021",15:00:00,"Livingston","Aberdeen",1,2,"A",1,0,"H","K Clancy",13,11,5,3,21,12,6,2,5,0,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"468","3","SC0","08/08/2021",15:00:00,"St Johnstone","Motherwell",1,1,"D",1,0,"H","N Walsh",12,10,4,5,12,10,8,6,2,2,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"469","3","SC0","21/08/2021",15:00:00,"Celtic","St Mirren",6,0,"H",4,0,"H","W Collum",37,3,12,1,18,10,15,0,1,2,0,1,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"470","3","SC0","21/08/2021",15:00:00,"Livingston","Motherwell",1,2,"A",1,0,"H","C Napier",13,15,3,6,14,13,4,8,1,1,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"471","3","SC0","22/08/2021",12:00:00,"Dundee","Hibernian",2,2,"D",1,1,"D","A Muir",11,15,8,7,13,16,4,6,5,3,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"472","3","SC0","22/08/2021",15:00:00,"Hearts","Aberdeen",1,1,"D",0,0,"D","B Madden",7,6,2,4,16,12,3,3,3,2,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"473","3","SC0","22/08/2021",15:00:00,"Ross County","Rangers",2,4,"A",1,2,"A","D Munro",9,21,5,11,9,8,2,11,2,2,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"474","3","SC0","22/08/2021",15:00:00,"St Johnstone","Dundee United",0,1,"A",0,0,"D","D Robertson",15,9,2,5,12,20,7,4,1,2,0,1,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"475","3","SC0","28/08/2021",15:00:00,"Dundee United","Hearts",0,2,"A",0,1,"A","G Aitken",8,11,7,3,15,11,5,4,2,2,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"476","3","SC0","28/08/2021",15:00:00,"Hibernian","Livingston",2,0,"H",0,0,"D","S McLean",15,7,3,0,12,12,3,5,0,1,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"477","3","SC0","28/08/2021",15:00:00,"Motherwell","Dundee",1,0,"H",1,0,"H","W Collum",4,15,3,2,18,14,3,4,2,1,1,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"478","3","SC0","29/08/2021",12:00:00,"Rangers","Celtic",1,0,"H",0,0,"D","K Clancy",15,10,4,3,9,12,4,4,0,2,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"479","3","SC0","29/08/2021",15:00:00,"Aberdeen","Ross County",1,1,"D",0,1,"A","N Walsh",23,8,5,5,11,17,12,7,2,3,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"480","3","SC0","29/08/2021",15:00:00,"St Mirren","St Johnstone",0,0,"D",0,0,"D","D Dickinson",10,15,3,6,14,16,2,4,1,3,1,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"481","3","SC0","11/09/2021",12:30:00,"St Johnstone","Rangers",1,2,"A",0,0,"D","W Collum",5,10,1,4,14,11,6,7,3,3,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"482","3","SC0","11/09/2021",15:00:00,"Celtic","Ross County",3,0,"H",0,0,"D","D Robertson",21,5,8,2,9,8,7,0,0,1,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"483","3","SC0","11/09/2021",15:00:00,"Dundee","Livingston",0,0,"D",0,0,"D","A Muir",21,12,8,4,12,19,9,8,1,4,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"484","3","SC0","11/09/2021",15:00:00,"Motherwell","Aberdeen",2,0,"H",1,0,"H","J Beaton",6,20,2,7,21,15,1,6,5,4,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"485","3","SC0","11/09/2021",15:00:00,"St Mirren","Dundee United",0,0,"D",0,0,"D","C Steven",15,9,1,3,13,10,6,3,2,1,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"486","3","SC0","12/09/2021",12:00:00,"Hearts","Hibernian",0,0,"D",0,0,"D","N Walsh",16,14,4,6,14,10,11,4,1,1,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"487","3","SC0","18/09/2021",15:00:00,"Aberdeen","St Johnstone",0,1,"A",0,0,"D","B Madden",10,9,3,1,14,12,6,3,1,3,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"488","3","SC0","18/09/2021",15:00:00,"Hibernian","St Mirren",2,2,"D",0,1,"A","K Clancy",16,12,2,4,7,11,8,6,1,1,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"489","3","SC0","18/09/2021",15:00:00,"Ross County","Hearts",2,2,"D",2,1,"H","D Dickinson",8,17,4,5,15,8,3,9,2,1,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"490","3","SC0","19/09/2021",12:00:00,"Dundee United","Dundee",1,0,"H",0,0,"D","J Beaton",16,10,6,3,20,14,4,3,4,2,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"491","3","SC0","19/09/2021",15:00:00,"Livingston","Celtic",1,0,"H",1,0,"H","E Anderson",7,16,4,5,12,13,3,10,3,2,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"492","3","SC0","19/09/2021",15:00:00,"Rangers","Motherwell",1,1,"D",1,0,"H","S McLean",24,5,7,1,16,9,13,3,1,3,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"493","3","SC0","25/09/2021",15:00:00,"Dundee","Rangers",0,1,"A",0,1,"A","B Madden",14,19,6,3,9,8,5,9,1,3,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"494","3","SC0","25/09/2021",15:00:00,"Hearts","Livingston",3,0,"H",2,0,"H","G Duncan",14,3,6,1,7,22,4,1,0,3,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"495","3","SC0","25/09/2021",15:00:00,"Motherwell","Ross County",2,1,"H",1,1,"D","C Napier",12,18,5,6,16,18,0,3,3,4,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"496","3","SC0","26/09/2021",12:00:00,"St Mirren","Aberdeen",3,2,"H",1,2,"A","W Collum",13,13,4,3,9,22,8,3,1,4,0,1,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
"497","3","SC0","26/09/2021",15:00:00,"Celtic","Dundee United",1,1,"D",1,1,"D","K Clancy",22,12,7,4,12,5,9,2,0,2,0,0,NA,NA,NA,NA,NA,"2122","https://www.football-data.co.uk/mmz4281/2122/SC0.csv"
