"","source","Div","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Attendance","HHW","AHW","HO","AO","year_short","data_url"
"4743","22","SC0","03/08/02",NA,"Kilmarnock","Rangers",1,1,"D",0,1,"A","K Clark",6,16,4,9,17,15,2,10,1,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4744","22","SC0","03/08/02",NA,"Livingston","Motherwell",3,2,"H",2,0,"H","J Rowbotham",10,7,5,5,8,16,3,4,3,4,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4745","22","SC0","03/08/02",NA,"Partick","Dundee United",0,0,"D",0,0,"D","J Underhill",9,9,2,3,11,18,6,2,1,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4746","22","SC0","10/08/02",NA,"Aberdeen","Celtic",0,4,"A",0,2,"A","S Dougal",5,14,2,8,13,14,6,10,0,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4747","22","SC0","10/08/02",NA,"Dundee United","Kilmarnock",1,2,"A",0,0,"D","D McDonald",18,12,8,7,14,12,7,11,0,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4748","22","SC0","10/08/02",NA,"Dunfermline","Livingston",2,1,"H",1,0,"H","W Young",18,11,10,5,11,16,5,4,0,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4749","22","SC0","10/08/02",NA,"Motherwell","Partick",1,1,"D",0,0,"D","C Thomson",4,11,3,4,27,14,5,3,3,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4750","22","SC0","10/08/02",NA,"Rangers","Dundee",3,0,"H",1,0,"H","A Freeland",19,6,14,1,15,10,9,2,2,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4751","22","SC0","11/08/02",NA,"Hearts","Hibernian",5,1,"H",2,0,"H","M McCurry",18,9,14,4,16,14,6,4,1,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4752","22","SC0","17/08/02",NA,"Celtic","Dundee United",5,0,"H",3,0,"H","K Clark",15,6,11,3,17,9,12,1,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4753","22","SC0","17/08/02",NA,"Dunfermline","Dundee",4,2,"H",1,1,"D","I Brines",14,7,7,4,10,11,3,6,1,4,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4754","22","SC0","17/08/02",NA,"Kilmarnock","Motherwell",0,3,"A",0,0,"D","A Freeland",9,12,6,9,14,17,4,4,5,4,2,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4755","22","SC0","17/08/02",NA,"Partick","Livingston",2,2,"D",1,1,"D","D Somers",10,13,3,8,15,18,2,5,2,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4756","22","SC0","18/08/02",NA,"Aberdeen","Hearts",1,1,"D",0,0,"D","G Mitchell",7,3,4,3,12,18,5,3,1,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4757","22","SC0","18/08/02",NA,"Hibernian","Rangers",2,4,"A",1,2,"A","H Dallas",5,10,3,5,24,9,4,6,4,2,1,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4758","22","SC0","24/08/02",NA,"Dundee","Hibernian",2,1,"H",0,1,"A","W Young",11,11,5,4,9,23,6,4,1,4,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4759","22","SC0","24/08/02",NA,"Hearts","Dunfermline",2,0,"H",0,0,"D","K Toner",10,6,10,6,16,11,8,6,1,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4760","22","SC0","24/08/02",NA,"Partick","Celtic",0,1,"A",0,0,"D","M McCurry",4,12,0,5,16,13,3,4,0,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4761","22","SC0","25/08/02",NA,"Dundee United","Motherwell",1,1,"D",0,1,"A","I Fyfe",10,9,7,3,18,25,2,4,0,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4762","22","SC0","25/08/02",NA,"Livingston","Kilmarnock",0,1,"A",0,1,"A","S Dougal",9,11,4,5,16,17,7,4,2,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4763","22","SC0","25/08/02",NA,"Rangers","Aberdeen",2,0,"H",1,0,"H","J Underhill",20,3,9,1,10,18,9,0,2,2,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4764","22","SC0","31/08/02",NA,"Dundee United","Dundee",0,0,"D",0,0,"D","J Underhill",10,10,5,7,17,12,6,3,2,2,1,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4765","22","SC0","31/08/02",NA,"Hearts","Kilmarnock",1,1,"D",1,1,"D","D Somers",18,5,9,2,17,22,14,4,0,5,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4766","22","SC0","31/08/02",NA,"Motherwell","Hibernian",0,2,"A",0,1,"A","K Clarke",2,8,1,4,21,16,5,4,3,4,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4767","22","SC0","01/09/02",NA,"Aberdeen","Partick",0,1,"A",0,1,"A","J Rowbotham",5,6,2,5,14,19,3,7,2,4,1,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4768","22","SC0","01/09/02",NA,"Celtic","Livingston",2,0,"H",2,0,"H","A Freeland",18,6,8,0,16,15,14,1,0,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4769","22","SC0","01/09/02",NA,"Dunfermline","Rangers",0,6,"A",0,3,"A","D McDonald",6,12,3,11,16,15,5,11,2,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4770","22","SC0","10/09/02",NA,"Motherwell","Celtic",2,1,"H",0,0,"D","W Young",6,12,3,6,21,14,2,15,5,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4771","22","SC0","11/09/02",NA,"Aberdeen","Dundee United",1,2,"A",1,2,"A","H Dallas",12,12,4,7,12,19,4,2,1,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4772","22","SC0","11/09/02",NA,"Dundee","Livingston",2,1,"H",0,1,"A","C Richmond",16,6,10,1,8,24,6,6,1,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4773","22","SC0","11/09/02",NA,"Hibernian","Dunfermline",1,4,"A",1,3,"A","S Dougal",4,11,4,10,11,10,4,4,0,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4774","22","SC0","11/09/02",NA,"Kilmarnock","Partick",1,0,"H",1,0,"H","T Brown",14,7,5,3,10,14,4,2,2,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4775","22","SC0","11/09/02",NA,"Rangers","Hearts",2,0,"H",1,0,"H","M McCurry",12,19,5,5,16,15,11,7,2,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4776","22","SC0","14/09/02",NA,"Celtic","Hibernian",1,0,"H",1,0,"H","D McDonald",12,9,7,1,16,15,5,5,0,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4777","22","SC0","14/09/02",NA,"Dundee United","Dunfermline",1,2,"A",0,2,"A","C Thomson",19,6,9,4,15,18,1,5,0,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4778","22","SC0","14/09/02",NA,"Kilmarnock","Aberdeen",2,2,"D",0,0,"D","I Brines",14,10,5,6,23,13,9,4,2,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4779","22","SC0","14/09/02",NA,"Livingston","Rangers",0,2,"A",0,0,"D","K Clark",5,10,4,5,23,10,3,7,3,2,1,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4780","22","SC0","14/09/02",NA,"Partick","Dundee",1,1,"D",1,0,"H","A Freeland",14,9,9,5,10,13,7,2,0,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4781","22","SC0","15/09/02",NA,"Hearts","Motherwell",4,2,"H",1,2,"A","H Dallas",18,9,12,4,14,17,5,6,2,4,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4782","22","SC0","21/09/02",NA,"Dunfermline","Motherwell",1,0,"H",0,0,"D","C Richmond",11,9,6,6,13,19,5,1,1,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4783","22","SC0","21/09/02",NA,"Hearts","Dundee United",2,0,"H",1,0,"H","S Dougal",10,12,9,4,17,10,4,6,1,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4784","22","SC0","21/09/02",NA,"Hibernian","Kilmarnock",2,0,"H",2,0,"H","J Rowbotham",8,5,5,1,12,14,3,7,2,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4785","22","SC0","21/09/02",NA,"Rangers","Partick",3,0,"H",2,0,"H","K Toner",23,9,12,2,8,12,7,6,0,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4786","22","SC0","22/09/02",NA,"Dundee","Celtic",0,1,"A",0,1,"A","J Underhill",12,14,5,5,6,18,5,6,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4787","22","SC0","22/09/02",NA,"Livingston","Aberdeen",1,2,"A",0,1,"A","M McCurry",10,7,3,3,16,13,9,2,3,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4788","22","SC0","28/09/02",NA,"Aberdeen","Dunfermline",3,1,"H",1,1,"D","D Somers",14,10,7,7,16,13,5,8,3,3,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4789","22","SC0","28/09/02",NA,"Celtic","Kilmarnock",5,0,"H",3,0,"H","K Clark",10,2,7,1,7,14,6,4,0,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4790","22","SC0","28/09/02",NA,"Dundee United","Rangers",0,3,"A",0,2,"A","J Rowbotham",10,18,2,7,15,10,6,7,2,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4791","22","SC0","28/09/02",NA,"Hibernian","Livingston",1,0,"H",1,0,"H","A Freeland",4,9,2,6,22,17,4,2,3,4,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4792","22","SC0","28/09/02",NA,"Motherwell","Dundee",1,1,"D",0,1,"A","D McDonald",16,7,7,5,24,15,8,2,2,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4793","22","SC0","28/09/02",NA,"Partick","Hearts",2,2,"D",1,1,"D","I Brines",11,12,9,8,21,24,3,4,1,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4794","22","SC0","05/10/02",NA,"Dundee","Kilmarnock",2,1,"H",0,0,"D","C Thomson",18,6,12,2,14,11,12,4,2,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4795","22","SC0","05/10/02",NA,"Dunfermline","Partick",4,1,"H",1,0,"H","H Dallas",15,11,8,3,11,12,6,3,0,1,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4796","22","SC0","05/10/02",NA,"Hibernian","Dundee United",2,1,"H",1,0,"H","J Underhill",8,6,6,5,19,18,6,11,0,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4797","22","SC0","05/10/02",NA,"Motherwell","Aberdeen",1,2,"A",1,0,"H","K Toner",8,9,4,5,23,12,5,2,3,5,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4798","22","SC0","06/10/02",NA,"Celtic","Rangers",3,3,"D",1,1,"D","S Dougal",15,7,10,4,9,15,7,3,3,4,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4799","22","SC0","06/10/02",NA,"Livingston","Hearts",1,1,"D",1,0,"H","W Young",8,7,4,3,11,18,6,5,2,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4800","22","SC0","19/10/02",NA,"Aberdeen","Dundee",0,0,"D",0,0,"D","M McCurry",8,5,5,3,16,18,5,2,1,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4801","22","SC0","19/10/02",NA,"Dundee United","Livingston",2,3,"A",1,0,"H","H Dallas",16,13,2,3,14,12,6,5,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4802","22","SC0","19/10/02",NA,"Kilmarnock","Dunfermline",2,2,"D",0,1,"A","I Fyfe",11,9,9,6,15,13,7,3,1,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4803","22","SC0","19/10/02",NA,"Partick","Hibernian",0,3,"A",0,1,"A","J Rowbotham",6,11,3,8,5,18,4,4,1,4,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4804","22","SC0","19/10/02",NA,"Rangers","Motherwell",3,0,"H",1,0,"H","A Freeland",15,2,11,1,8,13,14,1,0,1,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4805","22","SC0","20/10/02",NA,"Hearts","Celtic",1,4,"A",0,4,"A","K Clark",3,8,1,2,11,12,7,3,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4806","22","SC0","26/10/02",NA,"Dundee United","Partick",1,1,"D",1,0,"H","S Dougal",10,6,2,4,16,6,6,2,1,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4807","22","SC0","26/10/02",NA,"Hearts","Dundee",1,2,"A",0,1,"A","J Underhill",16,12,9,9,14,12,8,7,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4808","22","SC0","26/10/02",NA,"Motherwell","Livingston",1,5,"A",0,1,"A","M McCurry",15,11,7,8,11,16,13,1,1,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4809","22","SC0","27/10/02",NA,"Aberdeen","Hibernian",0,1,"A",0,0,"D","C Richmond",11,10,9,7,14,12,2,7,3,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4810","22","SC0","27/10/02",NA,"Dunfermline","Celtic",1,4,"A",0,2,"A","D McDonald",9,17,4,14,11,7,5,3,0,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4811","22","SC0","27/10/02",NA,"Rangers","Kilmarnock",6,1,"H",4,1,"H","W Young",23,5,16,4,4,14,12,1,0,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4812","22","SC0","02/11/02",NA,"Dundee","Rangers",0,3,"A",0,1,"A","I Fyfe",8,12,4,8,8,15,1,13,0,1,1,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4813","22","SC0","02/11/02",NA,"Kilmarnock","Dundee United",1,2,"A",1,1,"D","D Somers",11,6,5,5,13,25,5,4,0,5,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4814","22","SC0","02/11/02",NA,"Livingston","Dunfermline",1,1,"D",0,0,"D","J Rowbotham",13,9,6,2,9,11,4,3,1,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4815","22","SC0","02/11/02",NA,"Partick","Motherwell",2,0,"H",1,0,"H","T Brown",20,18,9,13,16,15,5,9,1,4,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4816","22","SC0","03/11/02",NA,"Celtic","Aberdeen",7,0,"H",3,0,"H","H Dallas",25,3,16,2,9,12,9,3,0,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4817","22","SC0","03/11/02",NA,"Hibernian","Hearts",1,2,"A",1,0,"H","W Young",9,10,6,5,13,13,4,5,0,4,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4818","22","SC0","09/11/02",NA,"Hearts","Aberdeen",0,0,"D",0,0,"D","D McDonald",11,6,6,4,18,15,2,4,0,4,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4819","22","SC0","09/11/02",NA,"Livingston","Partick",3,0,"H",0,0,"D","C Richmond",15,7,9,3,19,6,5,5,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4820","22","SC0","09/11/02",NA,"Motherwell","Kilmarnock",0,1,"A",0,0,"D","K Clark",11,13,7,7,17,15,4,3,1,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4821","22","SC0","10/11/02",NA,"Dundee United","Celtic",0,2,"A",0,1,"A","J Underhill",8,12,4,6,19,14,4,9,2,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4822","22","SC0","10/11/02",NA,"Rangers","Hibernian",2,1,"H",2,1,"H","M McCurry",13,8,5,3,7,34,9,3,0,5,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4823","22","SC0","12/11/02",NA,"Dundee","Dunfermline",2,3,"A",2,1,"H","A Freeland",14,12,9,9,16,12,11,5,3,1,1,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4824","22","SC0","16/11/02",NA,"Aberdeen","Rangers",2,2,"D",0,1,"A","S Dougal",7,11,5,7,18,9,6,3,3,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4825","22","SC0","16/11/02",NA,"Hibernian","Dundee",2,1,"H",1,0,"H","H Dallas",14,13,7,6,22,14,7,5,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4826","22","SC0","16/11/02",NA,"Kilmarnock","Livingston",2,0,"H",0,0,"D","C Thomson",7,10,7,6,11,15,6,5,0,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4827","22","SC0","16/11/02",NA,"Motherwell","Dundee United",1,2,"A",0,2,"A","I Brines",13,10,10,6,18,19,5,1,0,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4828","22","SC0","17/11/02",NA,"Celtic","Partick",4,0,"H",2,0,"H","K Toner",15,1,5,0,12,12,5,4,0,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4829","22","SC0","17/11/02",NA,"Dunfermline","Hearts",3,1,"H",0,0,"D","M McCurry",15,13,8,4,15,13,7,6,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4830","22","SC0","23/11/02",NA,"Dundee","Dundee United",3,2,"H",2,0,"H","K Clark",9,10,7,4,9,16,6,4,2,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4831","22","SC0","23/11/02",NA,"Hibernian","Motherwell",3,1,"H",0,0,"D","D McDonald",10,6,4,6,16,23,6,5,0,3,1,3,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4832","22","SC0","23/11/02",NA,"Kilmarnock","Hearts",0,1,"A",0,0,"D","K Toner",7,8,3,2,16,17,7,5,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4833","22","SC0","23/11/02",NA,"Partick","Aberdeen",2,1,"H",1,0,"H","J Rowbotham",17,10,10,7,19,10,4,5,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4834","22","SC0","23/11/02",NA,"Rangers","Dunfermline",3,0,"H",0,0,"D","J Underhill",19,2,9,1,9,14,8,3,1,1,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4835","22","SC0","24/11/02",NA,"Livingston","Celtic",0,2,"A",0,1,"A","S Dougal",14,7,0,1,16,27,6,4,1,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4836","22","SC0","30/11/02",NA,"Dundee United","Aberdeen",1,1,"D",1,1,"D","W Young",12,6,8,4,14,23,7,1,1,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4837","22","SC0","30/11/02",NA,"Dunfermline","Hibernian",1,1,"D",0,0,"D","I Fyfe",5,5,2,1,18,22,1,3,0,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4838","22","SC0","30/11/02",NA,"Livingston","Dundee",1,1,"D",1,0,"H","T Brown",16,13,11,6,20,10,7,6,2,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4839","22","SC0","30/11/02",NA,"Partick","Kilmarnock",3,0,"H",0,0,"D","M McCurry",13,10,7,7,8,11,4,6,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4840","22","SC0","01/12/02",NA,"Celtic","Motherwell",3,1,"H",0,0,"D","J Rowbotham",22,7,9,6,9,12,13,4,1,2,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4841","22","SC0","01/12/02",NA,"Hearts","Rangers",0,4,"A",0,0,"D","H Dallas",5,20,2,13,22,9,0,7,3,1,1,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4842","22","SC0","03/12/02",NA,"Aberdeen","Kilmarnock",0,1,"A",0,0,"D","I Fyfe",6,3,0,1,12,18,5,3,0,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4843","22","SC0","04/12/02",NA,"Dundee","Partick",4,1,"H",1,0,"H","H Dallas",14,7,10,4,12,10,4,7,2,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4844","22","SC0","04/12/02",NA,"Dunfermline","Dundee United",4,1,"H",3,0,"H","K Toner",8,10,6,6,13,12,2,6,0,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4845","22","SC0","04/12/02",NA,"Hibernian","Celtic",0,1,"A",0,0,"D","M McCurry",7,10,3,6,22,13,2,4,2,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4846","22","SC0","04/12/02",NA,"Motherwell","Hearts",6,1,"H",4,0,"H","S Dougal",15,17,10,6,16,20,4,9,1,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4847","22","SC0","04/12/02",NA,"Rangers","Livingston",4,3,"H",3,0,"H","D McDonald",18,6,17,5,10,12,13,2,0,1,0,1,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4848","22","SC0","07/12/02",NA,"Aberdeen","Motherwell",1,1,"D",1,0,"H","C Thomson",7,5,4,1,22,24,2,8,4,3,1,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4849","22","SC0","07/12/02",NA,"Dundee United","Hibernian",1,1,"D",1,1,"D","D McDonald",3,13,2,7,15,15,10,13,3,2,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4850","22","SC0","07/12/02",NA,"Hearts","Livingston",2,1,"H",1,0,"H","J Underhill",10,13,5,3,10,20,3,4,0,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4851","22","SC0","07/12/02",NA,"Kilmarnock","Dundee",2,0,"H",0,0,"D","C Richmond",9,6,6,0,19,15,6,2,4,0,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4852","22","SC0","07/12/02",NA,"Partick","Dunfermline",4,0,"H",2,0,"H","W Young",18,17,12,9,10,5,1,9,0,1,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
"4853","22","SC0","07/12/02",NA,"Rangers","Celtic",3,2,"H",3,1,"H","K Clark",10,12,8,7,18,17,6,6,2,3,0,0,NA,NA,NA,NA,NA,"0203","https://www.football-data.co.uk/mmz4281/0203/SC0.csv"
